RESPOND_ID,EXAMIN_BEGIN_DE,SEXDSTN_FLAG_CD,AGRDE_FLAG_NM,ANSWRR_OC_AREA_NM,HSHLD_INCOME_DGREE_NM,ALL_TURSM_TOUR_EXPNDTR_INTEN_VALUE,DMSTC_TURSM_TOUR_EXPNDTR_INTEN_VALUE,OVSEA_TURSM_TOUR_EXPNDTR_INTEN_VALUE
"53344880","20240930","F","40대","대구광역시","300이상500만원 미만","비슷하게","비슷하게","비슷하게"
"53344958","20240930","M","40대","경기도","300이상500만원 미만","비슷하게","비슷하게","훨씬 더 적게"
"53345163","20240930","F","40대","인천광역시","700만원 이상","약간 더 많이","약간 더 많이","비슷하게"
"53345211","20240930","F","40대","충청남도(세종시 포함)","500이상700만원 미만","비슷하게","비슷하게","비슷하게"
"53345535","20240930","M","60대","광주광역시","700만원 이상","비슷하게","비슷하게","약간 더 많이"
"53345676","20240930","M","60대","경기도","700만원 이상","비슷하게","비슷하게","비슷하게"
"53345719","20240930","F","60대","부산광역시","모름","약간 더 많이","약간 더 많이","약간 더 많이"
"53345904","20240930","F","30대","서울특별시","모름","비슷하게","비슷하게","비슷하게"
"53346182","20240930","F","20대","대구광역시","모름","약간 더 많이","약간 더 많이","약간 더 많이"
"53346196","20240930","M","20대","경기도","모름","약간 더 적게","비슷하게","비슷하게"
"53346422","20240930","F","60대","경기도","300이상500만원 미만","비슷하게","비슷하게","비슷하게"
"53346431","20240930","M","20대","경기도","모름","비슷하게","비슷하게","비슷하게"
"53346582","20240930","M","20대","경기도","모름","비슷하게","비슷하게","비슷하게"
"53346615","20240930","F","40대","울산광역시","300이상500만원 미만","훨씬 더 적게","훨씬 더 적게","훨씬 더 적게"
"53346660","20240930","M","50대","경기도","700만원 이상","약간 더 많이","약간 더 많이","약간 더 많이"
"53346690","20240930","F","60대","경기도","700만원 이상","비슷하게","비슷하게","약간 더 많이"
"53346745","20240930","M","40대","경기도","500이상700만원 미만","비슷하게","비슷하게","비슷하게"
"53347061","20240930","F","40대","대구광역시","700만원 이상","훨씬 더 적게","훨씬 더 적게","훨씬 더 적게"
"53347080","20240930","M","60대","부산광역시","700만원 이상","비슷하게","비슷하게","비슷하게"
"53347088","20240930","M","20대","서울특별시","300만원 미만","비슷하게","비슷하게","비슷하게"
"53347307","20240930","M","40대","경기도","모름","비슷하게","비슷하게","비슷하게"
"53347385","20240930","F","50대","서울특별시","500이상700만원 미만","약간 더 많이","약간 더 많이","비슷하게"
"53347617","20240930","F","30대","경기도","300만원 미만","훨씬 더 적게","약간 더 적게","훨씬 더 적게"
"53347623","20240930","M","40대","인천광역시","500이상700만원 미만","비슷하게","비슷하게","비슷하게"
"53347659","20240930","M","40대","경상남도","700만원 이상","약간 더 많이","약간 더 많이","비슷하게"
"53347880","20240930","M","50대","제주도","500이상700만원 미만","비슷하게","비슷하게","비슷하게"
"53347979","20240930","F","50대","충청북도","300이상500만원 미만","비슷하게","약간 더 적게","훨씬 더 적게"
"53347992","20240930","M","50대","경상남도","300만원 미만","약간 더 많이","비슷하게","약간 더 많이"
"53348016","20240930","F","50대","서울특별시","700만원 이상","비슷하게","약간 더 많이","약간 더 많이"
"53348030","20240930","M","60대","부산광역시","300이상500만원 미만","약간 더 적게","약간 더 적게","약간 더 적게"
"53348149","20240930","F","30대","인천광역시","500이상700만원 미만","훨씬 더 많이","비슷하게","훨씬 더 많이"
"53348294","20240930","F","20대","충청남도(세종시 포함)","모름","비슷하게","약간 더 많이","약간 더 많이"
"53348327","20240930","M","30대","서울특별시","700만원 이상","약간 더 적게","비슷하게","약간 더 적게"
"53348467","20240930","M","40대","경기도","300이상500만원 미만","비슷하게","비슷하게","비슷하게"
"53348579","20240930","M","30대","경상북도","모름","비슷하게","비슷하게","비슷하게"
"53348653","20240930","M","40대","대전광역시","500이상700만원 미만","약간 더 많이","약간 더 많이","약간 더 많이"
"53348902","20240930","M","30대","경상북도","300이상500만원 미만","비슷하게","약간 더 많이","비슷하게"
"53348913","20240930","M","50대","경기도","모름","비슷하게","비슷하게","비슷하게"
"53349112","20240930","M","30대","전라남도","모름","비슷하게","비슷하게","비슷하게"
"53349169","20240930","F","40대","경기도","300이상500만원 미만","약간 더 많이","약간 더 많이","약간 더 많이"
"53349310","20240930","F","40대","대구광역시","모름","약간 더 적게","약간 더 많이","훨씬 더 많이"
"53349315","20240930","M","50대","경기도","300이상500만원 미만","훨씬 더 많이","약간 더 많이","훨씬 더 많이"
"53349334","20240930","M","30대","강원도","300이상500만원 미만","약간 더 많이","약간 더 많이","약간 더 많이"
"53349398","20240930","F","40대","충청남도(세종시 포함)","300이상500만원 미만","비슷하게","비슷하게","비슷하게"
"53349491","20240930","F","30대","광주광역시","300만원 미만","약간 더 많이","약간 더 많이","약간 더 많이"
"53349533","20240930","F","60대","경기도","300이상500만원 미만","비슷하게","비슷하게","비슷하게"
"53349613","20240930","F","30대","서울특별시","300이상500만원 미만","훨씬 더 많이","약간 더 많이","약간 더 많이"
"53349624","20240930","F","20대","서울특별시","500이상700만원 미만","비슷하게","비슷하게","비슷하게"
"53349777","20240930","M","60대","부산광역시","300만원 미만","약간 더 적게","약간 더 적게","약간 더 적게"
"53349883","20240930","F","20대","서울특별시","모름","약간 더 많이","약간 더 많이","비슷하게"
"53350199","20240930","F","20대","서울특별시","모름","훨씬 더 많이","약간 더 적게","훨씬 더 많이"
"53350212","20240930","M","40대","인천광역시","300이상500만원 미만","비슷하게","비슷하게","비슷하게"
"53350289","20240930","F","60대","경기도","500이상700만원 미만","비슷하게","비슷하게","약간 더 많이"
"53350291","20240930","M","60대","대전광역시","700만원 이상","약간 더 많이","약간 더 많이","비슷하게"
"53350731","20240930","F","60대","경기도","500이상700만원 미만","비슷하게","약간 더 많이","약간 더 많이"
"53350918","20240930","M","60대","부산광역시","500이상700만원 미만","비슷하게","비슷하게","비슷하게"
"53351047","20240930","M","60대","경상북도","300이상500만원 미만","비슷하게","비슷하게","비슷하게"
"53351266","20240930","M","40대","대구광역시","모름","약간 더 많이","약간 더 많이","비슷하게"
"53351286","20240930","M","30대","부산광역시","모름","약간 더 적게","비슷하게","약간 더 적게"
"53351290","20240930","F","50대","서울특별시","300이상500만원 미만","비슷하게","훨씬 더 적게","비슷하게"
"53351378","20240930","F","30대","대구광역시","700만원 이상","약간 더 많이","비슷하게","약간 더 많이"
"53351557","20240930","M","60대","충청북도","300이상500만원 미만","훨씬 더 적게","훨씬 더 적게","훨씬 더 적게"
"53351565","20240930","M","50대","경기도","300이상500만원 미만","비슷하게","비슷하게","약간 더 많이"
"53351798","20240930","M","40대","인천광역시","300이상500만원 미만","비슷하게","훨씬 더 적게","약간 더 적게"
"53351817","20240930","F","60대","전라남도","300이상500만원 미만","비슷하게","비슷하게","비슷하게"
"53352011","20240930","F","50대","경상남도","700만원 이상","비슷하게","비슷하게","비슷하게"
"53352079","20240930","F","40대","경기도","300이상500만원 미만","비슷하게","약간 더 많이","약간 더 많이"
"53352084","20240930","M","50대","경기도","300이상500만원 미만","비슷하게","비슷하게","비슷하게"
"53352108","20240930","M","50대","부산광역시","300이상500만원 미만","약간 더 많이","훨씬 더 적게","비슷하게"
"53352135","20240930","F","40대","경기도","300이상500만원 미만","약간 더 많이","약간 더 많이","약간 더 많이"
"53352556","20240930","F","60대","경상남도","500이상700만원 미만","약간 더 적게","비슷하게","비슷하게"
"53352561","20240930","F","40대","경상북도","300만원 미만","비슷하게","비슷하게","비슷하게"
"53352767","20240930","F","40대","서울특별시","700만원 이상","약간 더 많이","약간 더 많이","약간 더 많이"
"53352921","20240930","F","40대","전라북도","모름","약간 더 많이","약간 더 많이","약간 더 많이"
"53353136","20240930","M","50대","인천광역시","700만원 이상","비슷하게","약간 더 적게","약간 더 적게"
"53353185","20240930","M","50대","경상북도","500이상700만원 미만","비슷하게","비슷하게","비슷하게"
"53353212","20240930","M","40대","경기도","500이상700만원 미만","비슷하게","약간 더 많이","약간 더 많이"
"53353275","20240930","F","40대","충청남도(세종시 포함)","300이상500만원 미만","비슷하게","약간 더 많이","약간 더 많이"
"53353344","20240930","F","50대","충청남도(세종시 포함)","700만원 이상","약간 더 많이","약간 더 많이","약간 더 많이"
"53353352","20240930","F","60대","전라남도","300이상500만원 미만","비슷하게","비슷하게","훨씬 더 적게"
"53353483","20240930","F","60대","서울특별시","700만원 이상","약간 더 많이","약간 더 많이","약간 더 많이"
"53353502","20240930","M","30대","경기도","500이상700만원 미만","약간 더 적게","약간 더 적게","비슷하게"
"53353580","20240930","M","60대","경상북도","700만원 이상","약간 더 많이","비슷하게","비슷하게"
"53353624","20240930","F","30대","인천광역시","300이상500만원 미만","비슷하게","약간 더 많이","약간 더 적게"
"53353686","20240930","M","50대","경기도","700만원 이상","약간 더 많이","비슷하게","약간 더 많이"
"53353886","20240930","F","50대","서울특별시","모름","비슷하게","비슷하게","약간 더 적게"
"53353925","20240930","F","40대","경기도","모름","비슷하게","비슷하게","비슷하게"
"53354185","20240930","M","40대","광주광역시","700만원 이상","비슷하게","비슷하게","비슷하게"
"53354225","20240930","F","20대","경기도","700만원 이상","비슷하게","비슷하게","비슷하게"
"53354235","20240930","M","40대","강원도","모름","비슷하게","비슷하게","비슷하게"
"53354246","20240930","M","50대","전라남도","300이상500만원 미만","약간 더 많이","약간 더 많이","비슷하게"
"53354751","20240930","M","60대","강원도","300이상500만원 미만","비슷하게","비슷하게","비슷하게"
"53354753","20240930","M","40대","경기도","500이상700만원 미만","비슷하게","비슷하게","비슷하게"
"53354760","20240930","F","30대","전라북도","모름","비슷하게","훨씬 더 많이","약간 더 많이"
"53354831","20240930","F","20대","대전광역시","모름","약간 더 많이","비슷하게","약간 더 많이"
"53355055","20240930","M","50대","충청남도(세종시 포함)","모름","훨씬 더 적게","훨씬 더 적게","훨씬 더 적게"
"53355088","20240930","M","30대","대구광역시","300이상500만원 미만","비슷하게","훨씬 더 많이","훨씬 더 많이"
"53355192","20240930","F","20대","인천광역시","300만원 미만","훨씬 더 많이","훨씬 더 많이","훨씬 더 많이"
"53355356","20240930","F","40대","인천광역시","모름","훨씬 더 많이","훨씬 더 많이","훨씬 더 많이"
"53355497","20240930","M","30대","경상북도","모름","약간 더 적게","약간 더 적게","약간 더 적게"
"53355724","20240930","F","20대","경상북도","모름","비슷하게","비슷하게","비슷하게"
"53355725","20240930","M","50대","대구광역시","모름","약간 더 적게","비슷하게","비슷하게"
"53355850","20240930","F","20대","서울특별시","300만원 미만","비슷하게","비슷하게","비슷하게"
"53355988","20240930","F","40대","경기도","모름","비슷하게","비슷하게","비슷하게"
"53356189","20240930","F","60대","전라남도","300이상500만원 미만","비슷하게","비슷하게","약간 더 적게"
"53356364","20240930","F","20대","경상남도","700만원 이상","훨씬 더 많이","비슷하게","훨씬 더 많이"
"53356418","20240930","F","20대","서울특별시","모름","비슷하게","비슷하게","비슷하게"
"53356430","20240930","M","30대","부산광역시","300이상500만원 미만","비슷하게","비슷하게","비슷하게"
"53356546","20240930","M","60대","경기도","모름","비슷하게","훨씬 더 많이","훨씬 더 많이"
"53356555","20240930","M","60대","광주광역시","300이상500만원 미만","약간 더 많이","약간 더 많이","약간 더 많이"
"53356681","20240930","M","30대","경기도","300이상500만원 미만","약간 더 많이","약간 더 많이","약간 더 많이"
"53356810","20240930","M","60대","경기도","300이상500만원 미만","비슷하게","비슷하게","비슷하게"
"53356915","20240930","M","60대","서울특별시","700만원 이상","비슷하게","비슷하게","비슷하게"
"53356920","20240930","M","20대","경기도","700만원 이상","약간 더 많이","약간 더 많이","약간 더 많이"
"53356981","20240930","M","60대","광주광역시","500이상700만원 미만","약간 더 적게","약간 더 적게","약간 더 적게"
"53357186","20240930","F","50대","경기도","500이상700만원 미만","약간 더 많이","비슷하게","약간 더 적게"
"53357433","20240930","F","50대","인천광역시","700만원 이상","비슷하게","훨씬 더 적게","비슷하게"
"53357570","20240930","F","30대","서울특별시","700만원 이상","비슷하게","비슷하게","약간 더 적게"
"53357587","20240930","M","60대","대구광역시","300이상500만원 미만","약간 더 많이","약간 더 많이","비슷하게"
"53357713","20240930","M","40대","경기도","700만원 이상","훨씬 더 적게","훨씬 더 적게","훨씬 더 적게"
"53357799","20240930","F","30대","경상남도","500이상700만원 미만","훨씬 더 많이","약간 더 많이","훨씬 더 많이"
"53357901","20240930","M","50대","경기도","500이상700만원 미만","비슷하게","비슷하게","비슷하게"
"53358103","20240930","M","40대","부산광역시","300만원 미만","약간 더 많이","훨씬 더 적게","비슷하게"
"53358361","20240930","M","40대","경기도","300이상500만원 미만","약간 더 적게","약간 더 적게","약간 더 적게"
"53358619","20240930","F","50대","대구광역시","300이상500만원 미만","비슷하게","약간 더 많이","약간 더 많이"
"53358687","20240930","M","40대","경상남도","모름","약간 더 많이","약간 더 많이","약간 더 많이"
"53358822","20240930","F","60대","강원도","300이상500만원 미만","비슷하게","비슷하게","약간 더 적게"
"53359039","20240930","F","30대","서울특별시","500이상700만원 미만","훨씬 더 많이","훨씬 더 많이","훨씬 더 많이"
"53359235","20240930","F","60대","경기도","700만원 이상","약간 더 많이","약간 더 많이","약간 더 많이"
"53359807","20240930","M","50대","경기도","500이상700만원 미만","비슷하게","비슷하게","비슷하게"
"53359965","20240930","F","50대","제주도","300만원 미만","약간 더 적게","약간 더 적게","약간 더 적게"
"53360005","20240930","M","30대","충청북도","500이상700만원 미만","약간 더 많이","약간 더 많이","비슷하게"
"53360139","20240930","M","60대","인천광역시","500이상700만원 미만","약간 더 적게","훨씬 더 적게","훨씬 더 적게"
"53360193","20240930","M","60대","전라남도","500이상700만원 미만","비슷하게","비슷하게","약간 더 적게"
"53360210","20240930","M","40대","전라남도","300이상500만원 미만","비슷하게","비슷하게","훨씬 더 적게"
"53360254","20240930","F","30대","대전광역시","300이상500만원 미만","약간 더 많이","훨씬 더 적게","약간 더 적게"
"53360434","20240930","F","60대","경상남도","700만원 이상","훨씬 더 적게","비슷하게","약간 더 적게"
"53360713","20240930","F","50대","경기도","모름","비슷하게","비슷하게","비슷하게"
"53360724","20240930","F","50대","제주도","500이상700만원 미만","비슷하게","비슷하게","비슷하게"
"53360865","20240930","F","50대","경기도","700만원 이상","비슷하게","비슷하게","비슷하게"
"53360872","20240930","F","30대","인천광역시","300만원 미만","약간 더 많이","약간 더 많이","약간 더 많이"
"53360912","20240930","M","30대","경상북도","300이상500만원 미만","비슷하게","비슷하게","비슷하게"
"53361099","20240930","M","50대","경상북도","700만원 이상","약간 더 많이","훨씬 더 많이","약간 더 많이"
"53361365","20240930","F","60대","경기도","500이상700만원 미만","비슷하게","약간 더 적게","약간 더 많이"
"53361395","20240930","F","20대","서울특별시","모름","비슷하게","약간 더 많이","약간 더 많이"
"53361608","20240930","F","60대","충청북도","500이상700만원 미만","약간 더 많이","비슷하게","약간 더 많이"
"53361968","20240930","F","60대","서울특별시","300이상500만원 미만","약간 더 많이","약간 더 많이","약간 더 많이"
"53361976","20240930","M","50대","경상남도","300이상500만원 미만","훨씬 더 적게","훨씬 더 적게","약간 더 적게"
"53361998","20240930","M","30대","경기도","500이상700만원 미만","훨씬 더 적게","약간 더 적게","약간 더 적게"
"53362005","20240930","F","50대","서울특별시","700만원 이상","훨씬 더 많이","훨씬 더 많이","훨씬 더 많이"
"53362312","20240930","F","20대","경기도","모름","약간 더 많이","약간 더 적게","약간 더 많이"
"53362427","20240930","F","50대","경상남도","500이상700만원 미만","약간 더 많이","약간 더 많이","약간 더 많이"
"53362490","20240930","F","40대","인천광역시","300만원 미만","비슷하게","약간 더 많이","약간 더 많이"
"53362627","20240930","F","60대","서울특별시","모름","약간 더 많이","비슷하게","약간 더 많이"
"53362705","20240930","M","40대","경기도","500이상700만원 미만","비슷하게","비슷하게","약간 더 적게"
"53362965","20240930","M","50대","충청남도(세종시 포함)","모름","약간 더 많이","약간 더 적게","약간 더 많이"
"53363284","20240930","F","60대","서울특별시","500이상700만원 미만","약간 더 많이","약간 더 많이","약간 더 많이"
"53363335","20240930","F","20대","서울특별시","모름","약간 더 적게","비슷하게","약간 더 적게"
"53363431","20240930","M","50대","부산광역시","700만원 이상","약간 더 많이","비슷하게","비슷하게"
"53363531","20240930","M","50대","대전광역시","700만원 이상","약간 더 적게","약간 더 적게","약간 더 적게"
"53363537","20240930","M","30대","대전광역시","500이상700만원 미만","약간 더 많이","훨씬 더 적게","약간 더 많이"
"53363564","20240930","M","50대","경기도","700만원 이상","훨씬 더 많이","비슷하게","훨씬 더 많이"
"53363707","20240930","F","30대","경기도","모름","비슷하게","비슷하게","비슷하게"
"53363730","20240930","M","60대","경기도","500이상700만원 미만","약간 더 많이","비슷하게","약간 더 많이"
"53363756","20240930","F","60대","충청북도","700만원 이상","약간 더 많이","약간 더 많이","약간 더 많이"
"53364052","20240930","F","40대","서울특별시","700만원 이상","약간 더 많이","약간 더 많이","약간 더 많이"
"53364397","20240930","F","50대","경기도","300이상500만원 미만","약간 더 적게","훨씬 더 적게","약간 더 적게"
"53364503","20240930","M","20대","경기도","모름","비슷하게","비슷하게","비슷하게"
"53364865","20240930","M","50대","경기도","700만원 이상","약간 더 많이","약간 더 많이","비슷하게"
"53364876","20240930","F","50대","부산광역시","300이상500만원 미만","훨씬 더 많이","약간 더 많이","훨씬 더 많이"
"53365061","20240930","M","60대","강원도","모름","비슷하게","약간 더 많이","약간 더 많이"
"53365123","20240930","F","60대","경상북도","모름","비슷하게","약간 더 적게","약간 더 적게"
"53365272","20240930","F","40대","부산광역시","300만원 미만","약간 더 적게","비슷하게","약간 더 많이"
"53365468","20240930","F","30대","경기도","500이상700만원 미만","약간 더 많이","약간 더 많이","훨씬 더 많이"
"53365512","20240930","M","30대","서울특별시","700만원 이상","약간 더 적게","비슷하게","비슷하게"
"53365585","20240930","M","60대","인천광역시","500이상700만원 미만","비슷하게","비슷하게","비슷하게"
"53365813","20240930","M","20대","경기도","500이상700만원 미만","비슷하게","비슷하게","비슷하게"
"53365829","20240930","M","60대","전라남도","500이상700만원 미만","비슷하게","비슷하게","비슷하게"
"53365891","20240930","M","50대","인천광역시","500이상700만원 미만","비슷하게","약간 더 많이","약간 더 많이"
"53366282","20240930","F","60대","강원도","모름","훨씬 더 적게","훨씬 더 적게","훨씬 더 적게"
"53366625","20240930","F","50대","경기도","300만원 미만","약간 더 적게","약간 더 적게","약간 더 적게"
"53366689","20240930","F","50대","충청남도(세종시 포함)","700만원 이상","약간 더 많이","약간 더 많이","약간 더 많이"
"53366856","20240930","M","20대","서울특별시","300만원 미만","약간 더 많이","약간 더 많이","훨씬 더 많이"
"53366876","20240930","F","50대","충청남도(세종시 포함)","700만원 이상","훨씬 더 많이","비슷하게","훨씬 더 많이"
"53367123","20240930","M","30대","경상남도","300이상500만원 미만","훨씬 더 적게","훨씬 더 적게","훨씬 더 적게"
"53367603","20240930","F","40대","광주광역시","500이상700만원 미만","비슷하게","비슷하게","약간 더 많이"
"53367622","20240930","M","20대","경기도","700만원 이상","약간 더 많이","비슷하게","약간 더 많이"
"53367638","20240930","M","50대","전라남도","모름","약간 더 적게","약간 더 적게","약간 더 적게"
"53367685","20240930","F","60대","서울특별시","모름","비슷하게","비슷하게","비슷하게"
"53367843","20240930","M","50대","울산광역시","300이상500만원 미만","약간 더 많이","약간 더 많이","약간 더 많이"
"53368078","20240930","M","30대","경기도","700만원 이상","약간 더 많이","훨씬 더 많이","약간 더 많이"
"53368391","20240930","M","30대","경기도","500이상700만원 미만","약간 더 많이","약간 더 많이","약간 더 많이"
"53368419","20240930","M","50대","경기도","700만원 이상","약간 더 적게","훨씬 더 적게","훨씬 더 적게"
"53368564","20240930","M","50대","경기도","300이상500만원 미만","약간 더 많이","비슷하게","약간 더 많이"
"53368655","20240930","F","50대","경기도","700만원 이상","비슷하게","약간 더 많이","비슷하게"
"53368721","20240930","F","60대","경기도","700만원 이상","비슷하게","약간 더 많이","비슷하게"
"53368846","20240930","M","30대","충청남도(세종시 포함)","300이상500만원 미만","약간 더 많이","약간 더 많이","약간 더 많이"
"53368897","20240930","M","50대","인천광역시","300만원 미만","훨씬 더 적게","훨씬 더 적게","훨씬 더 적게"
"53368917","20240930","M","60대","경기도","500이상700만원 미만","비슷하게","비슷하게","훨씬 더 적게"
"53368962","20240930","F","20대","경기도","모름","비슷하게","비슷하게","비슷하게"
"53369128","20240930","F","40대","광주광역시","300이상500만원 미만","약간 더 많이","약간 더 적게","약간 더 많이"
"53370058","20240930","M","30대","전라남도","300만원 미만","비슷하게","비슷하게","비슷하게"
"53370113","20240930","F","30대","강원도","모름","비슷하게","비슷하게","비슷하게"
"53370397","20240930","F","60대","전라남도","700만원 이상","비슷하게","비슷하게","비슷하게"
"53370574","20240930","F","30대","경기도","500이상700만원 미만","약간 더 많이","약간 더 많이","약간 더 많이"
"53370695","20240930","M","50대","인천광역시","500이상700만원 미만","약간 더 많이","비슷하게","약간 더 많이"
"53370803","20240930","M","40대","부산광역시","500이상700만원 미만","약간 더 적게","훨씬 더 적게","약간 더 적게"
"53370805","20240930","M","50대","인천광역시","모름","약간 더 많이","약간 더 많이","약간 더 많이"
"53370894","20240930","F","30대","광주광역시","모름","약간 더 많이","훨씬 더 많이","훨씬 더 많이"
"53371028","20240930","F","40대","부산광역시","700만원 이상","비슷하게","비슷하게","비슷하게"
"53371267","20240930","F","50대","인천광역시","700만원 이상","비슷하게","약간 더 많이","비슷하게"
"53371273","20240930","F","50대","부산광역시","300이상500만원 미만","비슷하게","비슷하게","비슷하게"
"53371526","20240930","M","50대","대전광역시","700만원 이상","약간 더 많이","약간 더 많이","약간 더 많이"
"53371865","20240930","F","40대","충청남도(세종시 포함)","300이상500만원 미만","훨씬 더 적게","훨씬 더 적게","훨씬 더 적게"
"53371939","20240930","M","40대","서울특별시","모름","비슷하게","비슷하게","비슷하게"
"53371946","20240930","M","40대","경상남도","700만원 이상","비슷하게","약간 더 많이","약간 더 많이"
"53372098","20240930","M","30대","강원도","500이상700만원 미만","비슷하게","비슷하게","비슷하게"
"53372618","20240930","M","50대","경기도","700만원 이상","약간 더 많이","약간 더 많이","약간 더 많이"
"53372623","20240930","M","50대","서울특별시","300만원 미만","비슷하게","비슷하게","비슷하게"
"53372685","20240930","M","40대","경기도","700만원 이상","비슷하게","비슷하게","비슷하게"
"53372844","20240930","F","40대","전라북도","700만원 이상","비슷하게","약간 더 많이","약간 더 많이"
"53373002","20240930","M","60대","광주광역시","700만원 이상","훨씬 더 많이","비슷하게","약간 더 많이"
"53373247","20240930","M","50대","인천광역시","700만원 이상","약간 더 많이","약간 더 많이","약간 더 많이"
"53373331","20240930","M","50대","경기도","300만원 미만","훨씬 더 적게","훨씬 더 적게","훨씬 더 적게"
"53373477","20240930","F","20대","충청북도","700만원 이상","약간 더 많이","비슷하게","약간 더 많이"
"53373763","20240930","M","30대","경기도","700만원 이상","약간 더 적게","훨씬 더 많이","훨씬 더 많이"
"53374062","20240930","M","40대","충청북도","500이상700만원 미만","비슷하게","약간 더 적게","약간 더 적게"
"53374250","20240930","F","50대","서울특별시","700만원 이상","약간 더 많이","약간 더 많이","약간 더 많이"
"53374337","20240930","M","20대","경기도","모름","비슷하게","비슷하게","비슷하게"
"53374422","20240930","F","20대","전라남도","300만원 미만","약간 더 많이","약간 더 적게","약간 더 많이"
"53374598","20240930","F","40대","대전광역시","700만원 이상","비슷하게","비슷하게","비슷하게"
"53374603","20240930","M","60대","경기도","700만원 이상","약간 더 적게","약간 더 많이","약간 더 많이"
"53374621","20240930","M","60대","대전광역시","500이상700만원 미만","비슷하게","약간 더 많이","약간 더 많이"
"53374696","20240930","M","40대","충청남도(세종시 포함)","300이상500만원 미만","비슷하게","약간 더 적게","약간 더 적게"
"53375370","20240930","F","40대","경기도","500이상700만원 미만","비슷하게","약간 더 많이","약간 더 적게"
"53375566","20240930","M","20대","대전광역시","300만원 미만","약간 더 적게","훨씬 더 적게","비슷하게"
"53375590","20240930","F","20대","서울특별시","모름","약간 더 많이","약간 더 많이","약간 더 많이"
"53375770","20240930","M","50대","충청북도","500이상700만원 미만","약간 더 적게","약간 더 적게","약간 더 적게"
"53376011","20240930","F","20대","경상남도","모름","약간 더 많이","비슷하게","비슷하게"
"53376144","20240930","M","60대","충청북도","500이상700만원 미만","비슷하게","비슷하게","비슷하게"
"53376154","20240930","M","50대","경기도","500이상700만원 미만","비슷하게","약간 더 많이","약간 더 많이"
"53376164","20240930","F","40대","경상북도","모름","비슷하게","비슷하게","비슷하게"
"53376498","20240930","F","60대","경기도","300만원 미만","비슷하게","비슷하게","비슷하게"
"53376610","20240930","F","20대","서울특별시","700만원 이상","비슷하게","약간 더 적게","약간 더 적게"
"53376648","20240930","F","40대","충청북도","700만원 이상","훨씬 더 많이","훨씬 더 많이","훨씬 더 많이"
"53376684","20240930","M","60대","경기도","700만원 이상","약간 더 많이","약간 더 많이","약간 더 많이"
"53376743","20240930","F","50대","인천광역시","300이상500만원 미만","비슷하게","비슷하게","훨씬 더 적게"
"53377032","20240930","F","50대","전라남도","300이상500만원 미만","비슷하게","약간 더 적게","훨씬 더 적게"
"53377119","20240930","F","30대","서울특별시","500이상700만원 미만","약간 더 많이","비슷하게","비슷하게"
"53377315","20240930","F","50대","경상북도","300이상500만원 미만","비슷하게","비슷하게","훨씬 더 적게"
"53377336","20240930","F","60대","경기도","모름","약간 더 많이","약간 더 많이","훨씬 더 많이"
